iter	Passed	Remaining
1664	188603	37947
1665	188746	37839
1666	188889	37732
1667	189027	37624
1668	189151	37512
1669	189297	37406
1670	189425	37295
1671	189547	37184
1672	189682	37074
1673	189820	36966
1674	189947	36855
1675	190069	36743
1676	190192	36632
1677	190333	36524
1678	190451	36411
1679	190582	36301
1680	190713	36191
1681	190847	36081
1682	190964	35969
1683	191103	35860
1684	191229	35749
1685	191350	35637
1686	191485	35527
1687	191611	35416
1688	191749	35307
1689	191891	35198
1690	192023	35088
1691	192137	34975
1692	192253	34862
1693	192393	34753
1694	192533	34644
1695	192653	34532
1696	192775	34420
1697	192905	34309
1698	193042	34199
1699	193150	34085
1700	193294	33977
1701	193426	33866
1702	193561	33756
1703	193703	33647
1704	193839	33538
1705	193967	33427
1706	194102	33316
1707	194244	33208
1708	194391	33100
1709	194526	32989
1710	194665	32880
1711	194790	32768
1712	194881	32650
1713	195014	32540
1714	195158	32431
1715	195294	32321
1716	195418	32209
1717	195563	32100
1718	195708	31991
1719	195846	31881
1720	195979	31771
1721	196123	31662
1722	196251	31550
1723	196379	31438
1724	196505	31327
1725	196650	31217
1726	196795	31108
1727	196910	30995
1728	197032	30882
1729	197167	30771
1730	197302	30661
1731	197419	30547
1732	197552	30436
1733	197697	30327
1734	197834	30216
1735	197971	30106
1736	198108	29995
1737	198247	29885
1738	198364	29771
1739	198502	29661
1740	198645	29551
1741	198779	29440
1742	198913	29329
1743	199035	29216
1744	199169	29105
1745	199315	28995
1746	199460	28885
1747	199605	28776
1748	199725	28662
1749	199847	28549
1750	199973	28437
1751	200105	28325
1752	200218	28211
1753	200345	28098
1754	200476	27986
1755	200625	27877
1756	200766	27766
1757	200899	27655
1758	201037	27544
1759	201157	27430
1760	201284	27318
1761	201411	27205
1762	201542	27093
1763	201685	26982
1764	201822	26871
1765	201957	26759
1766	202083	26647
1767	202228	26536
1768	202360	26424
1769	202495	26313
1770	202645	26203
1771	202769	26089
1772	202885	25975
1773	203023	25864
1774	203163	25753
1775	203295	25640
1776	203440	25530
1777	203586	25419
1778	203712	25306
1779	203833	25192
1780	203979	25082
1781	204090	24967
1782	204231	24856
1783	204365	24743
1784	204509	24632
1785	204644	24520
1786	204781	24408
1787	204904	24295
1788	205044	24183
1789	205160	24069
1790	205296	23956
1791	205421	23843
1792	205561	23731
1793	205707	23620
1794	205844	23508
1795	205970	23395
1796	206107	23283
1797	206218	23168
1798	206358	23056
1799	206490	22943
1800	206616	22829
1801	206766	22719
1802	206908	22607
1803	207040	22494
1804	207169	22381
1805	207292	22267
1806	207419	22153
1807	207562	22042
1808	207699	21929
1809	207809	21814
1810	207938	21700
1811	208085	21589
1812	208228	21477
1813	208372	21365
1814	208516	21253
1815	208661	21141
1816	208808	21030
1817	208952	20918
1818	209080	20804
1819	209215	20691
1820	209358	20579
1821	209499	20466
1822	209627	20353
1823	209772	20241
1824	209918	20129
1825	210056	20016
1826	210187	19902
1827	210318	19789
1828	210445	19675
1829	210586	19562
1830	210716	19448
1831	210830	19333
1832	210972	19221
1833	211108	19107
1834	211235	18993
1835	211386	18882
1836	211520	18768
1837	211654	18655
1838	211775	18540
1839	211894	18425
1840	212035	18312
1841	212142	18196
1842	212247	18080
1843	212371	17966
1844	212510	17853
1845	212652	17740
1846	212783	17626
1847	212896	17510
1848	213016	17396
1849	213162	17283
1850	213283	17168
1851	213412	17054
1852	213559	16941
1853	213699	16828
1854	213846	16715
1855	213990	16602
1856	214132	16489
1857	214277	16376
1858	214406	16262
1859	214531	16147
1860	214660	16033
1861	214790	15918
1862	214909	15803
1863	215045	15690
1864	215165	15575
1865	215288	15460
1866	215424	15346
1867	215567	15232
1868	215693	15118
1869	215808	15002
1870	215948	14889
1871	216071	14774
1872	216201	14659
1873	216346	14546
1874	216486	14432
1875	216620	14318
1876	216771	14205
1877	216905	14090
1878	217047	13976
1879	217193	13863
1880	217308	13747
1881	217427	13632
1882	217554	13517
1883	217693	13403
1884	217842	13290
1885	217994	13176
1886	218123	13061
1887	218267	12948
1888	218390	12832
1889	218538	12719
1890	218654	12603
1891	218794	12489
1892	218927	12374
1893	219055	12259
1894	219186	12144
1895	219315	12029
1896	219445	11915
1897	219568	11799
1898	219708	11685
1899	219840	11570
1900	219984	11456
1901	220118	11341
1902	220251	11226
1903	220390	11112
1904	220521	10997
1905	220667	10882
1906	220798	10767
1907	220921	10652
1908	221048	10537
1909	221189	10422
1910	221335	10308
1911	221488	10194
1912	221620	10078
1913	221751	9963
1914	221878	9848
1915	222007	9733
1916	222150	9618
1917	222286	9503
1918	222431	9388
1919	222563	9273
1920	222692	9158
1921	222834	9043
1922	222968	8928
1923	223111	8813
1924	223258	8698
1925	223385	8582
1926	223521	8467
1927	223651	8352
1928	223798	8237
1929	223932	8121
1930	224076	8006
1931	224204	7891
1932	224346	7776
1933	224491	7661
1934	224627	7545
1935	224770	7430
1936	224913	7315
1937	225054	7199
1938	225195	7084
1939	225336	6969
1940	225456	6853
1941	225595	6737
1942	225738	6622
1943	225884	6506
1944	226039	6391
1945	226159	6275
1946	226283	6159
1947	226435	6044
1948	226576	5928
1949	226721	5813
1950	226858	5697
1951	226979	5581
1952	227120	5465
1953	227243	5349
1954	227355	5233
1955	227500	5117
1956	227643	5001
1957	227780	4886
1958	227925	4770
1959	228070	4654
1960	228209	4538
1961	228328	4422
1962	228473	4306
1963	228606	4190
1964	228725	4073
1965	228863	3957
1966	228979	3841
1967	229104	3725
1968	229221	3608
1969	229363	3492
1970	229509	3376
1971	229657	3260
1972	229799	3144
1973	229921	3028
1974	230054	2912
1975	230189	2795
1976	230306	2679
1977	230534	2564
1978	230675	2447
1979	230820	2331
1980	230943	2215
1981	231074	2098
1982	231217	1982
1983	231358	1865
1984	231492	1749
1985	231634	1632
1986	231781	1516
1987	231917	1399
1988	232056	1283
1989	232196	1166
1990	232320	1050
1991	232444	933
1992	232581	816
1993	232728	700
1994	232866	583
1995	233003	466
1996	233123	350
1997	233245	233
1998	233369	116
1999	233492	0
